link,title,state
https://8columnas.com.mx/deportes/la-reinauguracion-del-estadio-azteca-ya-tiene-fecha-oficial/,La reinauguración del Estadio Azteca ya tiene fecha oficial,edo
https://8columnas.com.mx/estado-de-mexico/es-tiempo-de-mujeres-rosalba-azucena-gil-mejia-alza-la-voz-en-la-contienda-judicial/,«Es tiempo de mujeres»: Rosalba Azucena Gil Mejía alza la voz en la contienda judicial,edo
https://8columnas.com.mx/seguridad/taxista-arrolla-a-motociclista-sobre-la-via-toluca-palmillas/,Taxista arrolla a motociclista sobre la vía Toluca-Palmillas,edo
https://8columnas.com.mx/estado-de-mexico/hallan-a-mujer-muerta-en-hotel-del-centro-de-toluca/,Hallan a mujer muerta en hotel del centro de Toluca,edo
https://8columnas.com.mx/estado-de-mexico/muere-mujer-en-la-toluca-villa-victoria-2/,Muere mujer en la Toluca-Villa Victoria,edo
https://8columnas.com.mx/estado-de-mexico/con-convenio-gem-y-pjem-garantizaran-el-acceso-a-la-justicia-a-mujeres-violentadas/,Con convenio GEM y PJEM garantizarán el acceso a la justicia a mujeres violentadas,edo
https://8columnas.com.mx/seguridad/captura-policia-de-metepec-a-presuntos-asesinos-de-una-mujer/,Captura Policía de Metepec a presuntos asesinos de una mujer,edo
https://8columnas.com.mx/estado-de-mexico/muere-mujer-en-accidente-en-toluca/,Muere mujer en accidente en Toluca,edo
https://8columnas.com.mx/estado-de-mexico/ingresa-carcel-luego-golpear-mujer-calimaya/,Ingresa a la cárcel luego de golpear a una mujer en Calimaya,edo
https://8columnas.com.mx/estado-de-mexico/detienen-mujer-intenta-robar-tienda-departamental-metepec/,Detienen a mujer que intenta robar en tienda departamental de Metepec,edo
https://8columnas.com.mx/estado-de-mexico/entregan-tarjetas-del-programa-mujeres-con-bienestar/,Entregan tarjetas del programa “Mujeres con Bienestar”,edo
https://8columnas.com.mx/estado-de-mexico/detienen-sujeto-atacar-mujer-san-mateo-otzacatipan/,Detienen a un sujeto por atacar a una mujer San Mateo Otzacatipan,edo
https://8columnas.com.mx/nacional/sheinbaum-firma-decreto-para-consolidar-derechos-de-las-mujeres/,Sheinbaum firma decreto para consolidar derechos de las mujeres,edo
https://8columnas.com.mx/estado-de-mexico/resguarda-la-uaemex-edificios-administrativos/,Resguarda la UAEMex edificios administrativos,edo
https://8columnas.com.mx/deportes/la-reinauguracion-del-estadio-azteca-ya-tiene-fecha-oficial/,La reinauguración del Estadio Azteca ya tiene fecha oficial,edo
https://8columnas.com.mx/estado-de-mexico/es-tiempo-de-mujeres-rosalba-azucena-gil-mejia-alza-la-voz-en-la-contienda-judicial/,«Es tiempo de mujeres»: Rosalba Azucena Gil Mejía alza la voz en la contienda judicial,edo
https://8columnas.com.mx/seguridad/taxista-arrolla-a-motociclista-sobre-la-via-toluca-palmillas/,Taxista arrolla a motociclista sobre la vía Toluca-Palmillas,edo
https://8columnas.com.mx/estado-de-mexico/arrollan-mujer-paseo-tollocan-pino-suarez/,Arrollan a una mujer en Paseo Tollocan y Pino Suárez,edo
https://8columnas.com.mx/local/tragedia-arrollan-a-mujer-en-calzada-al-pacifico-en-capultitlan/,Tragedia; arrollan a mujer en Calzada Al Pacifico en Capultitlán,edo
https://8columnas.com.mx/estado-de-mexico/concaem-coadyuva-para-abrir-espacios-laborales-a-mujeres-en-reclusion/,CONCAEM coadyuva para abrir espacios laborales a mujeres en reclusión,edo
https://8columnas.com.mx/estado-de-mexico/secretaria-de-la-mujer-pide-a-municipios-combatir-violencia-de-genero/,Secretaría de la Mujer pide a municipios combatir violencia de género,edo
https://8columnas.com.mx/estado-de-mexico/lamentable-accidente-en-la-toluca-naucalpan-deja-una-mujer-sin-vida/,Lamentable; accidente en la Toluca-Naucalpan deja una mujer sin vida,edo
https://8columnas.com.mx/seguridad/ataca-dos-mujeres-toluca-esta-detenido/,Ataca a dos mujeres en Toluca; ya está detenido,edo
https://8columnas.com.mx/nacional/sheinbaum-presenta-campana-es-tiempo-de-mujeres-sin-violencia/,Sheinbaum presenta campaña “¡Es tiempo de mujeres sin violencia!”,edo
https://8columnas.com.mx/estado-de-mexico/lamentable-atropellan-a-una-mujer-en-la-via-toluca-zitacuaro/,Lamentable; atropellan a una mujer en la vía Toluca-Zitácuaro,edo
https://8columnas.com.mx/estado-de-mexico/dialogos-para-la-mujer-reunio-a-mas-de-500-mujeres/,Diálogos para la Mujer reunió a más de 500 mujeres,edo
https://8columnas.com.mx/estado-de-mexico/ataca-a-una-mujer-y-lo-detiene-la-policia-en-edomex/,Ataca a una mujer y lo detiene la policía en Edomex,edo
https://8columnas.com.mx/estado-de-mexico/resguarda-la-uaemex-edificios-administrativos/,Resguarda la UAEMex edificios administrativos,edo
https://8columnas.com.mx/deportes/la-reinauguracion-del-estadio-azteca-ya-tiene-fecha-oficial/,La reinauguración del Estadio Azteca ya tiene fecha oficial,edo
https://8columnas.com.mx/estado-de-mexico/es-tiempo-de-mujeres-rosalba-azucena-gil-mejia-alza-la-voz-en-la-contienda-judicial/,«Es tiempo de mujeres»: Rosalba Azucena Gil Mejía alza la voz en la contienda judicial,edo
https://8columnas.com.mx/seguridad/taxista-arrolla-a-motociclista-sobre-la-via-toluca-palmillas/,Taxista arrolla a motociclista sobre la vía Toluca-Palmillas,edo
https://8columnas.com.mx/espectaculos/angela-aguilar-recibe-premio-mujer-del-ano/,Ángela Aguilar recibe el premio a la “Mujer del Año”,edo
https://8columnas.com.mx/estado-de-mexico/mujeres-con-bienestar-podria-ser-permanente/,“Mujeres con Bienestar” podría ser permanente,edo
https://8columnas.com.mx/estado-de-mexico/tras-las-rejas-sujeto-ataco-mujer-zinacantepec/,Tras las rejas un sujeto que atacó a una mujer en Zinacantepec,edo
https://8columnas.com.mx/estado-de-mexico/se-han-liberado-a-18-mujeres-bajo-la-modalidad-de-amnistia-codhem/,Se han liberado a 18 mujeres bajo la modalidad de amnistía: Codhem,edo
https://8columnas.com.mx/estado-de-mexico/secretaria-de-la-mujer-trabaja-en-campana-yo-decido-mi-futuro/,Secretaria de la Mujer trabaja en campaña “Yo decido mi futuro”,edo
https://8columnas.com.mx/estado-de-mexico/reconoce-anuies-a-mujeres-destacadas-de-la-uaemex-por-promover-la-igualdad/,Reconoce ANUIES a Mujeres Destacadas de la UAEMéx por Promover la Igualdad,edo
https://8columnas.com.mx/estado-de-mexico/dan-seguimiento-acciones-seguridad-mujeres/,Dan seguimiento a las acciones para la seguridad de las mujeres,edo
https://8columnas.com.mx/estado-de-mexico/uaemex-abre-dialogo-sobre-retos-de-la-imagen-de-las-mujeres-en-los-medios-de-comunicacion/,UAEMéx abre diálogo sobre retos de la imagen de las mujeres en los medios de comunicación,edo
https://8columnas.com.mx/estado-de-mexico/respaldaran-a-mas-300-mil-mujeres-del-edomex/,Respaldarán a más 300 mil mujeres del Edoméx,edo
https://8columnas.com.mx/cdmx/shakira-anuncia-una-fecha-mas-en-cdmx-para-las-mujeres-ya-no-lloran-world-tour/,Shakira anuncia una fecha más en CDMX para “Las Mujeres Ya No Lloran World Tour”,edo
https://8columnas.com.mx/estado-de-mexico/resguarda-la-uaemex-edificios-administrativos/,Resguarda la UAEMex edificios administrativos,edo
https://8columnas.com.mx/deportes/la-reinauguracion-del-estadio-azteca-ya-tiene-fecha-oficial/,La reinauguración del Estadio Azteca ya tiene fecha oficial,edo
https://8columnas.com.mx/estado-de-mexico/es-tiempo-de-mujeres-rosalba-azucena-gil-mejia-alza-la-voz-en-la-contienda-judicial/,«Es tiempo de mujeres»: Rosalba Azucena Gil Mejía alza la voz en la contienda judicial,edo
https://8columnas.com.mx/seguridad/taxista-arrolla-a-motociclista-sobre-la-via-toluca-palmillas/,Taxista arrolla a motociclista sobre la vía Toluca-Palmillas,edo
https://8columnas.com.mx/estado-de-mexico/pension-mujeres-bienestar-beneficiara-a-mujeres-de-sfp-y-temoaya/,Pensión Mujeres Bienestar beneficiará a mujeres de SFP y Temoaya,edo
https://8columnas.com.mx/local/vaya-susto-mujer-tira-reja-de-servicios-administrativos/,Vaya susto; mujer tira reja de servicios administrativos,edo
https://8columnas.com.mx/nacional/gobierno-de-sheinbaum-presenta-reformas-en-favor-de-las-mujeres/,Gobierno de Sheinbaum presenta reformas en favor de las mujeres,edo
https://8columnas.com.mx/estado-de-mexico/revisa-secretaria-de-la-mujer-presupuesto-2024/,Revisa Secretaría de la Mujer presupuesto 2024,edo
https://8columnas.com.mx/local/investigan-muerte-de-una-mujer-hallada-en-toluca/,Investigan muerte de una mujer hallada en Toluca,edo
https://8columnas.com.mx/estado-de-mexico/analizan-la-participacion-politica-de-mujeres-indigenas/,Analizan la participación política de mujeres indígenas,edo
https://8columnas.com.mx/local/fallece-mujer-atropellada-cerca-de-las-torres-bicentenario/,Fallece mujer atropellada cerca de las Torres Bicentenario,edo
https://8columnas.com.mx/estado-de-mexico/arrollan-a-mujer-sobre-bulevar-miguel-aleman-frente-al-c5/,Arrollan a mujer sobre bulevar Miguel Alemán frente al C5,edo
https://8columnas.com.mx/estado-de-mexico/seis-mujeres-logran-libertad-anticipada-tras-gestion-del-gem/,Seis mujeres logran libertad anticipada tras gestión del GEM,edo
https://8columnas.com.mx/estado-de-mexico/sandra-veronica-acevedo-vera-nueva-comisionada-estatal-de-lex-oma-mujeres/,"Sandra Verónica Acevedo Vera, nueva Comisionada Estatal de Lex OMA Mujeres",edo
https://8columnas.com.mx/estado-de-mexico/resguarda-la-uaemex-edificios-administrativos/,Resguarda la UAEMex edificios administrativos,edo
https://8columnas.com.mx/deportes/la-reinauguracion-del-estadio-azteca-ya-tiene-fecha-oficial/,La reinauguración del Estadio Azteca ya tiene fecha oficial,edo
https://8columnas.com.mx/estado-de-mexico/es-tiempo-de-mujeres-rosalba-azucena-gil-mejia-alza-la-voz-en-la-contienda-judicial/,«Es tiempo de mujeres»: Rosalba Azucena Gil Mejía alza la voz en la contienda judicial,edo
https://8columnas.com.mx/seguridad/taxista-arrolla-a-motociclista-sobre-la-via-toluca-palmillas/,Taxista arrolla a motociclista sobre la vía Toluca-Palmillas,edo
https://8columnas.com.mx/local/disparan-contra-una-mujer-en-kfc-de-toluca/,Disparan contra una mujer en KFC de Toluca,edo
https://8columnas.com.mx/estado-de-mexico/bloquean-paseo-tollocan-tras-desaparicion-de-mujer-en-san-mateo-atenco/,Bloquean Paseo Tollocan tras desaparición de mujer en San Mateo Atenco,edo
https://8columnas.com.mx/seguridad/mujer-asaltaba-a-peatones-en-zinacantepec-ya-esta-detenida/,Mujer asaltaba a peatones en Zinacantepec; ya está detenida,edo
https://8columnas.com.mx/estado-de-mexico/atrapan-a-mujer-que-golpea-a-su-hijo-en-ecatepec/,Atrapan a mujer que golpea a su hijo en Ecatepec,edo
https://8columnas.com.mx/sin-categoria-s/refuerzan-estrategia-contra-violencia-hacia-mujeres-y-ninas/,Refuerzan estrategia contra violencia hacia mujeres y niñas,edo
https://8columnas.com.mx/cdmx/ataque-contra-mujer-difundio-en-redes-sociales-fue-en-la-ciudad-de-mexico/,Ataque contra mujer difundió en redes sociales fue en la Ciudad de México,edo
https://8columnas.com.mx/estado-de-mexico/2024-cerrara-con-650-mil-tarjetas-de-mujeres-con-bienestar/,2024 cerrará con 650 mil tarjetas de “Mujeres con Bienestar”,edo
https://8columnas.com.mx/seguridad/atrapan-a-sujeto-que-golpeo-a-tres-mujeres-en-toluca/,Atrapan a sujeto que golpeó a tres mujeres en Toluca,edo
https://8columnas.com.mx/local/capturan-a-una-mujer-por-violencia-familiar-en-toluca/,Capturan a una mujer por violencia familiar en Toluca,edo
https://8columnas.com.mx/estado-de-mexico/impulsa-nazario-gutierrez-martinez-transporte-rosa-para-mujeres-en-el-estado-de-mexico/,Impulsa Nazario Gutiérrez Martínez «transporte rosa» para mujeres en el Estado de México,edo
https://8columnas.com.mx/estado-de-mexico/resguarda-la-uaemex-edificios-administrativos/,Resguarda la UAEMex edificios administrativos,edo
https://8columnas.com.mx/deportes/la-reinauguracion-del-estadio-azteca-ya-tiene-fecha-oficial/,La reinauguración del Estadio Azteca ya tiene fecha oficial,edo
https://8columnas.com.mx/estado-de-mexico/es-tiempo-de-mujeres-rosalba-azucena-gil-mejia-alza-la-voz-en-la-contienda-judicial/,«Es tiempo de mujeres»: Rosalba Azucena Gil Mejía alza la voz en la contienda judicial,edo
https://8columnas.com.mx/seguridad/taxista-arrolla-a-motociclista-sobre-la-via-toluca-palmillas/,Taxista arrolla a motociclista sobre la vía Toluca-Palmillas,edo
https://8columnas.com.mx/estado-de-mexico/obtiene-codhem-segunda-amnistia-del-2024-para-una-mujer-en-neza/,Obtiene CODHEM segunda Amnistía del 2024 para una mujer en Neza,edo
https://8columnas.com.mx/deportes/seleccion-femenil-de-futbol-de-uaemex-inspira-a-mujeres-universitarias/,Selección femenil de fútbol de UAEMéx inspira a mujeres universitarias,edo
https://8columnas.com.mx/estado-de-mexico/derivado-del-pasado-proceso-electoral-676-mujeres-estaran-en-puestos-de-decision/,"Derivado del pasado Proceso Electoral, 676 mujeres estarán en puestos de decisión",edo
https://8columnas.com.mx/estado-de-mexico/uaemex-y-secretaria-de-las-mujeres-colaboran-para-impulsar-la-equidad-de-genero/,UAEMéx y Secretaría de las Mujeres colaboran para impulsar la equidad de género,edo
https://8columnas.com.mx/estado-de-mexico/inmujeres-y-gem-firman-cuatro-compromisos-por-la-igualdad-y-el-bienestar/,INMUJERES y GEM firman cuatro compromisos por la Igualdad y el Bienestar,edo
https://8columnas.com.mx/estado-de-mexico/se-registran-mas-de-150-a-la-red-de-mujeres-electas/,Se registran más de 150 a la Red de Mujeres Electas,edo
https://8columnas.com.mx/local/encuentran-a-mujer-asesinada-en-parque-industrial-dona-rosa/,Encuentran a mujer asesinada en parque industrial Doña Rosa,edo
https://8columnas.com.mx/estado-de-mexico/codhem-presenta-dh-magazine-en-ciudad-mujeres-san-mateo-atenco/,CODHEM Presenta “DH Magazine” en Ciudad Mujeres San Mateo Atenco,edo
https://8columnas.com.mx/seguridad/reintegra-gem-a-mujer-privada-de-su-libertad-a-hogar/,Reintegra GEM a mujer privada de su libertad a hogar,edo
https://8columnas.com.mx/estado-de-mexico/autobus-arrolla-a-una-mujer-en-metepec/,Autobús arrolla a una mujer en Metepec,edo
https://8columnas.com.mx/estado-de-mexico/resguarda-la-uaemex-edificios-administrativos/,Resguarda la UAEMex edificios administrativos,edo
https://8columnas.com.mx/deportes/la-reinauguracion-del-estadio-azteca-ya-tiene-fecha-oficial/,La reinauguración del Estadio Azteca ya tiene fecha oficial,edo
https://8columnas.com.mx/estado-de-mexico/es-tiempo-de-mujeres-rosalba-azucena-gil-mejia-alza-la-voz-en-la-contienda-judicial/,«Es tiempo de mujeres»: Rosalba Azucena Gil Mejía alza la voz en la contienda judicial,edo
https://8columnas.com.mx/seguridad/taxista-arrolla-a-motociclista-sobre-la-via-toluca-palmillas/,Taxista arrolla a motociclista sobre la vía Toluca-Palmillas,edo
https://8columnas.com.mx/local/atropellan-a-mujer-frente-a-conservatorio-de-musica-en-toluca/,Atropellan a mujer frente a Conservatorio de Música en Toluca,edo
https://8columnas.com.mx/estado-de-mexico/localizan-a-mujer-desaparecida-desde-el-2022-en-edomex/,Localizan a mujer desaparecida desde el 2022 en Edomex,edo
https://8columnas.com.mx/estado-de-mexico/se-compromete-melissa-vargas-a-abatir-la-inseguridad-y-la-violencia-contra-la-mujer-en-toluca/,Se compromete Melissa Vargas a abatir la inseguridad y la violencia contra la mujer en Toluca,edo
https://8columnas.com.mx/local/proteccion-a-mujeres-sera-fundamental-para-el-desarrollo-de-toluca/,Protección a mujeres será fundamental para el desarrollo de Toluca,edo
https://8columnas.com.mx/estado-de-mexico/en-la-campana-de-edna-talavera-mercado-es-tiempo-de-mujeres/,En la campaña de Edna Talavera mercado “Es tiempo de mujeres”,edo
https://8columnas.com.mx/estado-de-mexico/tenia-a-27-perritos-con-desnutricion-en-edomex-ahora-mujer-es-procesada/,Tenía a 27 perritos con desnutrición en Edomex; ahora mujer es procesada,edo
https://8columnas.com.mx/estado-de-mexico/dan-prision-preventiva-a-influencer-que-golpeo-a-una-mujer-en-naucalpan/,Dan prisión preventiva a influencer que golpeó a una mujer en Naucalpan,edo
https://8columnas.com.mx/estado-de-mexico/se-publica-la-guia-para-atender-la-violencia-politica-contra-las-mujeres/,Se publica la guía para atender la violencia política contra las mujeres,edo
https://8columnas.com.mx/estado-de-mexico/codhem-capacita-a-mujeres-trans-sobre-transfeminismo/,CODHEM capacita a mujeres trans sobre transfeminismo,edo
https://8columnas.com.mx/estado-de-mexico/secretaria-de-las-mujeres-estara-disponible-durante-vacaciones/,Secretaría de las Mujeres estará disponible durante vacaciones,edo
https://8columnas.com.mx/estado-de-mexico/resguarda-la-uaemex-edificios-administrativos/,Resguarda la UAEMex edificios administrativos,edo
https://8columnas.com.mx/deportes/la-reinauguracion-del-estadio-azteca-ya-tiene-fecha-oficial/,La reinauguración del Estadio Azteca ya tiene fecha oficial,edo
https://8columnas.com.mx/estado-de-mexico/es-tiempo-de-mujeres-rosalba-azucena-gil-mejia-alza-la-voz-en-la-contienda-judicial/,«Es tiempo de mujeres»: Rosalba Azucena Gil Mejía alza la voz en la contienda judicial,edo
https://8columnas.com.mx/seguridad/taxista-arrolla-a-motociclista-sobre-la-via-toluca-palmillas/,Taxista arrolla a motociclista sobre la vía Toluca-Palmillas,edo
